,Boro,DCP_Boro,PUMA_ID,CD_Label,CD_Name,Pop16plE,Pop16plM,Pop16plP,LFE,LFM,LFP,LFZ,CvLFE,CvLFM,CvLFP,CvEm16plE,CvEm16plM,CvEm16plP,CvLFUEmE,CvLFUEmM,CvLFUEmP,CvLFUEmZ,LFArmdFE,LFArmdFM,LFArmdFP,LFArmdFZ,NLFE,NLFM,NLFP,NLFZ,CvLFE.1,CvLFM.1,CvLFP.1,CvLFZ.1,PctUEmP,PctUEmZ,F16plE,F16plM,F16plP,F16plLFE,F16plLFM,F16plLFP,F16plLFZ,F16plCvLFE,F16plCvLFM,F16plCvLFP,F16plCvLFZ,F16plCLFEE,F16plCLFEM,F16plCLFEP,F16plCLFEZ,OChU6E,OChU6M,OChU6P,OChU6Z,OChU6PLFE,OChU6PLFM,OChU6PLFP,OChU6PLFZ,OCh6t17E,OCh6t17M,OCh6t17P,OCh6t17Z,OC6t17PLFE,OC6t17PLFM,OC6t17PLFP,OC6t17PLFZ,Wrkr16plE,Wrkr16plM,Wrkr16plP,Wrkr16plZ,CW_DrvAlnE,CW_DrvAlnM,CW_DrvAlnP,CW_DrvAlnZ,CW_CrpldE,CW_CrpldM,CW_CrpldP,CW_CrpldZ,CW_PbTrnsE,CW_PbTrnsM,CW_PbTrnsP,CW_PbTrnsZ,CW_WlkdE,CW_WlkdM,CW_WlkdP,CW_WlkdZ,CW_OthE,CW_OthM,CW_OthP,CW_OthZ,CW_WrkdHmE,CW_WrkdHmM,CW_WrkdHmP,CW_WrkdHmZ,MnTrvTmE,MnTrvTmM,CvEm16plE.1,CvEm16plM.1,CvEm16plP.1,CvEm16plZ.1,MgBSciArtE,MgBSciArtM,MgBSciArtP,MgBSciArtZ,SrvcE,SrvcM,SrvcP,SrvcZ,SalesOffE,SalesOffM,SalesOffP,SalesOffZ,NRCnstMntE,NRCnstMntM,NRCnstMntP,NRCnstMntZ,PrdTrnsMME,PrdTrnsMMM,PrdTrnsMMP,PrdTrnsMMZ,CvEm16plE.2,CvEm16plM.2,CvEm16plP.2,CvEm16plZ.2,AgFFHME,AgFFHMM,AgFFHMP,AgFFHMZ,ConstctnE,ConstctnM,ConstctnP,ConstctnZ,MnfctrngE,MnfctrngM,MnfctrngP,MnfctrngZ,WhlsaleE,WhlsaleM,WhlsaleP,WhlsaleZ,RetailE,RetailM,RetailP,RetailZ,TrWHUtE,TrWHUtM,TrWHUtP,TrWHUtZ,InfoE,InfoM,InfoP,InfoZ,FIREE,FIREM,FIREP,FIREZ,PrfSMgAWME,PrfSMgAWMM,PrfSMgAWMP,PrfSMgAWMZ,EdHlthCSAE,EdHlthCSAM,EdHlthCSAP,EdHlthCSAZ,ArtEnRAFSE,ArtEnRAFSM,ArtEnRAFSP,ArtEnRAFSZ,OthnotPAE,OthnotPAM,OthnotPAP,OthnotPAZ,PubAdminE,PubAdminM,PubAdminP,PubAdminZ,CvEm16plE.3,CvEm16plM.3,CvEm16plP.3,CvEm16plZ.3,PrvWSWrkrE,PrvWSWrkrM,PrvWSWrkrP,PrvWSWrkrZ,GvtWrkrE,GvtWrkrM,GvtWrkrP,GvtWrkrZ,SlfEmNIncE,SlfEmNIncM,SlfEmNIncP,SlfEmNIncZ,UpdFmWrkrE,UpdFmWrkrM,UpdFmWrkrP,UpdFmWrkrZ,num_rides
28,47,3,4006,8,Crown Heights North & Prospect Heights,100575,1872,100575,66096,1542,65.7,1.0,65983,1541,65.6,58484,1591,58.1,7499,647,7.5,0.7,113,66,0.1,0.1,34479,1193,34.3,1.0,65983,1541,65983,(X),11.4,1.0,55954,1187,55954,35187,1029,62.9,1.4,35159,1031,62.8,1.4,31621,1009,56.5,1.4,9992,842,9992,(X),6444,575,64.5,4.2,14545,888,14545,(X),10560,708,72.6,3.2,57546,1570,57546,(X),6931,765,12.0,1.2,1364,262,2.4,0.4,41229,1158,71.6,1.4,3179,375,5.5,0.6,2158,310,3.8,0.5,2685,341,4.7,0.6,41.4,0.7,58484,1591,58484,(X),24189,1105,41.4,1.4,14428,835,24.7,1.3,13124,996,22.4,1.6,2456,365,4.2,0.6,4287,516,7.3,0.8,58484,1591,58484,(X),55,40,0.1,0.1,1831,335,3.1,0.6,1528,317,2.6,0.5,1087,219,1.9,0.4,4356,524,7.4,0.9,3707,494,6.3,0.8,3337,386,5.7,0.7,4729,486,8.1,0.8,8001,539,13.7,0.9,18328,901,31.3,1.3,5555,504,9.5,0.9,3426,436,5.9,0.7,2544,268,4.3,0.4,58484,1591,58484,(X),44615,1503,76.3,1.3,9923,647,17.0,1.0,3805,516,6.5,0.9,141,75,0.2,0.1,104865
29,47,3,4007,16,Brownsville & Ocean Hill,91236,1688,91236,50185,1486,55.0,1.4,50175,1486,55.0,42734,1377,46.8,7441,614,8.2,0.7,10,17,0.0,0.1,41051,1606,45.0,1.4,50175,1486,50175,(X),14.8,1.1,54852,1229,54852,30047,1050,54.8,1.7,30047,1050,54.8,1.7,26039,983,47.5,1.7,11497,793,11497,(X),6555,692,57.0,4.9,21615,1206,21615,(X),13848,847,64.1,2.5,41711,1346,41711,(X),7648,545,18.3,1.2,1291,337,3.1,0.8,28713,1142,68.8,1.6,2550,401,6.1,1.0,630,156,1.5,0.4,879,208,2.1,0.5,46.0,1.0,42734,1377,42734,(X),8563,640,20.0,1.3,15863,777,37.1,1.7,11013,750,25.8,1.4,2924,423,6.8,1.0,4371,484,10.2,1.0,42734,1377,42734,(X),36,33,0.1,0.1,1826,348,4.3,0.8,1110,255,2.6,0.6,323,96,0.8,0.2,5037,633,11.8,1.4,4086,456,9.6,1.0,583,158,1.4,0.4,2358,370,5.5,0.9,3821,463,8.9,1.0,15705,701,36.8,1.4,3004,356,7.0,0.8,2268,393,5.3,0.9,2577,284,6.0,0.7,42734,1377,42734,(X),32593,1318,76.3,1.6,8667,648,20.3,1.4,1444,240,3.4,0.6,30,34,0.1,0.1,64425
30,47,3,4008,5,East New York & Starrett City,114345,1951,114345,62765,1570,54.9,1.0,62729,1569,54.9,55015,1595,48.1,7714,653,6.7,0.6,36,38,0.0,0.1,51580,1514,45.1,1.0,62729,1569,62729,(X),12.3,1.0,65008,1311,65008,33471,1094,51.5,1.4,33438,1097,51.4,1.4,29856,1044,45.9,1.4,13428,902,13428,(X),7436,728,55.4,3.9,26279,1203,26279,(X),15955,1064,60.7,3.0,54125,1612,54125,(X),11051,790,20.4,1.3,2376,403,4.4,0.7,36836,1264,68.1,1.4,2210,344,4.1,0.6,689,194,1.3,0.4,963,192,1.8,0.3,43.8,0.7,55015,1595,55015,(X),11938,858,21.7,1.5,18386,1020,33.4,1.5,13686,671,24.9,1.1,4279,423,7.8,0.7,6726,525,12.2,0.8,55015,1595,55015,(X),53,44,0.1,0.1,3269,414,5.9,0.7,2028,332,3.7,0.6,982,220,1.8,0.4,6445,655,11.7,1.1,4645,387,8.4,0.7,941,231,1.7,0.4,3377,432,6.1,0.8,5440,582,9.9,1.0,17256,927,31.4,1.4,4595,491,8.4,0.9,2818,358,5.1,0.6,3166,430,5.8,0.8,55015,1595,55015,(X),43372,1467,78.8,1.2,9532,705,17.3,1.2,2072,306,3.8,0.5,39,34,0.1,0.1,37661
31,47,3,4009,18,Canarsie & Flatlands,166528,1851,166528,108218,1628,65.0,0.7,108166,1634,65.0,97420,1479,58.5,10746,726,6.5,0.4,52,42,0.0,0.1,58310,1277,35.0,0.7,108166,1634,108166,(X),9.9,0.6,90540,1316,90540,57163,1053,63.1,0.9,57158,1053,63.1,0.9,52267,1009,57.7,0.9,14712,718,14712,(X),9935,649,67.5,3.3,31573,1158,31573,(X),24364,1113,77.2,1.9,95652,1502,95652,(X),36785,1156,38.5,1.0,6539,460,6.8,0.5,45665,1128,47.7,1.1,3683,416,3.9,0.4,841,233,0.9,0.2,2139,340,2.2,0.4,45.0,0.6,97420,1479,97420,(X),35188,1022,36.1,1.0,24124,800,24.8,0.7,21894,898,22.5,0.9,6908,501,7.1,0.5,9306,615,9.6,0.6,97420,1479,97420,(X),66,72,0.1,0.1,4642,435,4.8,0.5,2387,317,2.5,0.3,1530,214,1.6,0.2,8579,591,8.8,0.6,9288,577,9.5,0.5,2005,301,2.1,0.3,6988,541,7.2,0.5,8538,490,8.8,0.5,37104,1091,38.1,1.0,5723,467,5.9,0.5,5034,477,5.2,0.5,5536,430,5.7,0.4,97420,1479,97420,(X),70793,1378,72.7,1.0,21357,868,21.9,0.8,5233,480,5.4,0.5,37,29,0.0,0.1,22424
32,47,3,4010,17,"East Flatbush, Farragut & Rugby",109277,2184,109277,68218,1917,62.4,1.1,68168,1913,62.4,60327,1707,55.2,7841,575,7.2,0.5,50,50,0.0,0.1,41059,1361,37.6,1.1,68168,1913,68168,(X),11.5,0.7,63121,1275,63121,39010,1207,61.8,1.3,39010,1207,61.8,1.3,35127,1122,55.7,1.3,9410,715,9410,(X),6792,687,72.2,4.4,18653,1157,18653,(X),15040,1068,80.6,2.7,59078,1664,59078,(X),13987,771,23.7,1.1,2325,312,3.9,0.5,38071,1265,64.4,1.2,2541,353,4.3,0.6,848,204,1.4,0.3,1306,230,2.2,0.4,45.3,0.7,60327,1707,60327,(X),15855,817,26.3,1.3,20780,1009,34.4,1.3,13807,909,22.9,1.2,5116,500,8.5,0.8,4769,531,7.9,0.9,60327,1707,60327,(X),0,27,0.0,0.1,3444,419,5.7,0.7,1258,257,2.1,0.4,514,149,0.9,0.2,5723,534,9.5,0.8,5401,508,9.0,0.8,878,196,1.5,0.3,3200,336,5.3,0.6,4966,473,8.2,0.7,25233,941,41.8,1.2,3032,381,5.0,0.6,3901,434,6.5,0.7,2777,330,4.6,0.5,60327,1707,60327,(X),44990,1544,74.6,1.2,12463,741,20.7,1.1,2849,382,4.7,0.6,25,21,0.0,0.1,13446
33,47,3,4011,9,"Crown Heights South, Prospect Lefferts & Wingate",87975,1828,87975,56676,1588,64.4,1.2,56667,1587,64.4,47815,1367,54.4,8852,935,10.1,1.0,9,13,0.0,0.1,31299,1225,35.6,1.2,56667,1587,56667,(X),15.6,1.5,49171,1160,49171,30778,983,62.6,1.4,30778,983,62.6,1.4,26510,934,53.9,1.5,8768,820,8768,(X),5969,746,68.1,4.6,14841,1221,14841,(X),10614,975,71.5,3.5,46813,1327,46813,(X),7209,768,15.4,1.7,1184,310,2.5,0.7,32128,1457,68.6,2.0,3823,431,8.2,0.9,709,182,1.5,0.4,1760,321,3.8,0.7,42.6,1.1,47815,1367,47815,(X),15766,786,33.0,1.6,15209,842,31.8,1.4,10743,686,22.5,1.2,2671,409,5.6,0.9,3426,465,7.2,0.9,47815,1367,47815,(X),12,19,0.0,0.1,1898,314,4.0,0.6,1292,277,2.7,0.6,570,162,1.2,0.3,4252,493,8.9,0.9,2910,441,6.1,0.9,1766,329,3.7,0.7,3037,383,6.4,0.8,4479,508,9.4,1.1,18040,845,37.7,1.6,3888,472,8.1,0.9,3032,421,6.3,0.9,2639,411,5.5,0.8,47815,1367,47815,(X),36246,1432,75.8,1.4,8727,614,18.3,1.3,2832,351,5.9,0.8,10,16,0.0,0.1,450
34,47,3,4012,7,Sunset Park & Windsor Terrace,118547,2288,118547,78403,2134,66.1,1.0,78383,2133,66.1,70611,1915,59.6,7772,679,6.6,0.5,20,22,0.0,0.1,40144,1223,33.9,1.0,78383,2133,78383,(X),9.9,0.8,58450,1228,58450,34149,1116,58.4,1.4,34149,1116,58.4,1.4,30264,1098,51.8,1.5,13493,850,13493,(X),8227,779,61.0,4.2,20754,945,20754,(X),13164,773,63.4,3.1,68460,1852,68460,(X),7946,601,11.6,0.8,3693,451,5.4,0.7,43402,1665,63.4,1.4,9294,667,13.6,1.0,1885,287,2.8,0.4,2240,381,3.3,0.6,43.3,0.8,70611,1915,70611,(X),19498,1056,27.6,1.4,22341,1132,31.6,1.3,13606,812,19.3,1.0,6089,724,8.6,1.0,9077,697,12.9,0.9,70611,1915,70611,(X),81,49,0.1,0.1,5218,691,7.4,0.9,5326,583,7.5,0.8,2115,298,3.0,0.4,6713,607,9.5,0.8,2724,335,3.9,0.5,2356,317,3.3,0.4,3715,509,5.3,0.7,7426,560,10.5,0.8,13016,763,18.4,1.0,14711,1004,20.8,1.2,5445,539,7.7,0.8,1765,274,2.5,0.4,70611,1915,70611,(X),59271,1778,83.9,0.9,5952,515,8.4,0.7,5325,492,7.5,0.7,63,48,0.1,0.1,3262
35,47,3,4013,10,Bay Ridge & Dyker Heights,106712,1859,106712,65959,1493,61.8,1.0,65706,1496,61.6,59930,1391,56.2,5776,519,5.4,0.5,253,97,0.2,0.1,40753,1346,38.2,1.0,65706,1496,65706,(X),8.8,0.7,55756,945,55756,30125,810,54.0,1.2,30075,816,53.9,1.2,27433,696,49.2,1.2,10054,701,10054,(X),5894,493,58.6,4.0,16650,941,16650,(X),9386,764,56.4,3.4,58614,1386,58614,(X),15553,722,26.5,1.1,4259,457,7.3,0.8,31246,1134,53.3,1.4,4983,431,8.5,0.7,778,174,1.3,0.3,1795,218,3.1,0.4,42.6,0.8,59930,1391,59930,(X),23995,922,40.0,1.4,12017,793,20.1,1.2,14536,671,24.3,1.0,4140,427,6.9,0.7,5242,493,8.7,0.8,59930,1391,59930,(X),53,48,0.1,0.1,3913,433,6.5,0.7,2872,362,4.8,0.6,1392,237,2.3,0.4,5941,493,9.9,0.8,3159,343,5.3,0.6,1592,256,2.7,0.4,6711,506,11.2,0.8,6858,426,11.4,0.7,14513,724,24.2,1.1,6814,622,11.4,1.0,3039,357,5.1,0.6,3073,321,5.1,0.5,59930,1391,59930,(X),47313,1333,78.9,1.1,9323,584,15.6,0.9,3149,358,5.3,0.6,145,78,0.2,0.1,3247
36,47,3,4014,12,"Borough Park, Kensington & Ocean Parkway",112492,1940,112492,64518,1475,57.4,0.8,64419,1482,57.3,59961,1438,53.3,4458,448,4.0,0.4,99,108,0.1,0.1,47974,1233,42.6,0.8,64419,1482,64419,(X),6.9,0.7,56051,1086,56051,27640,846,49.3,1.2,27640,846,49.3,1.2,25956,809,46.3,1.2,23200,998,23200,(X),9430,780,40.6,3.0,35281,1619,35281,(X),17431,1056,49.4,2.7,58508,1442,58508,(X),11898,557,20.3,0.9,3905,421,6.7,0.7,26538,1114,45.4,1.5,11807,721,20.2,1.1,1432,271,2.4,0.5,2928,417,5.0,0.7,36.5,0.9,59961,1438,59961,(X),20981,817,35.0,1.2,12578,954,21.0,1.3,16883,882,28.2,1.5,4426,539,7.4,0.9,5093,510,8.5,0.8,59961,1438,59961,(X),87,73,0.1,0.1,4107,574,6.8,0.9,3055,308,5.1,0.5,2880,337,4.8,0.6,7260,563,12.1,1.0,2483,341,4.1,0.6,1244,224,2.1,0.4,4206,395,7.0,0.6,5608,590,9.4,1.0,18401,768,30.7,1.3,5774,788,9.6,1.2,3698,456,6.2,0.7,1158,183,1.9,0.3,59961,1438,59961,(X),50128,1403,83.6,1.0,5143,467,8.6,0.8,4527,464,7.5,0.7,163,92,0.3,0.2,69013
37,47,3,4015,14,Flatbush & Midwood,123774,2046,123774,77426,1711,62.6,1.0,77376,1716,62.5,69518,1616,56.2,7858,640,6.3,0.5,50,42,0.0,0.1,46348,1455,37.4,1.0,77376,1716,77376,(X),10.2,0.8,67410,1326,67410,39231,1109,58.2,1.3,39209,1110,58.2,1.3,35620,1026,52.8,1.3,13756,797,13756,(X),7764,592,56.4,3.1,23436,1011,23436,(X),14383,910,61.4,3.0,67627,1553,67627,(X),14263,832,21.1,1.1,2710,358,4.0,0.5,42299,1191,62.5,1.1,4686,433,6.9,0.6,1402,289,2.1,0.4,2267,327,3.4,0.5,41.0,0.7,69518,1616,69518,(X),24931,996,35.9,1.4,19233,890,27.7,1.2,14926,822,21.5,1.0,4149,516,6.0,0.7,6279,588,9.0,0.8,69518,1616,69518,(X),40,52,0.1,0.1,3468,483,5.0,0.7,2408,424,3.5,0.6,1853,328,2.7,0.5,6341,599,9.1,0.8,4870,563,7.0,0.8,2050,339,2.9,0.5,5598,539,8.1,0.8,7706,725,11.1,1.0,23142,884,33.3,1.2,5777,656,8.3,0.9,3862,404,5.6,0.6,2403,384,3.5,0.5,69518,1616,69518,(X),53649,1473,77.2,1.0,9603,586,13.8,0.8,6243,557,9.0,0.7,23,24,0.0,0.1,167297
38,47,3,4016,15,"Sheepshead Bay, Gerritsen Beach & Homecrest",119591,1904,119591,69388,1584,58.0,0.9,69369,1591,58.0,62919,1496,52.6,6450,528,5.4,0.4,19,27,0.0,0.1,50203,1290,42.0,0.9,69369,1591,69369,(X),9.3,0.7,62681,1091,62681,31908,957,50.9,1.3,31908,957,50.9,1.3,29126,926,46.5,1.3,10828,857,10828,(X),5481,593,50.6,3.7,20343,827,20343,(X),11802,810,58.0,3.3,61620,1474,61620,(X),17477,894,28.4,1.3,4817,487,7.8,0.8,31098,1086,50.5,1.5,5137,544,8.3,0.8,876,198,1.4,0.3,2215,331,3.6,0.5,43.2,0.6,62919,1496,62919,(X),24927,956,39.6,1.3,11863,793,18.9,1.1,16072,856,25.5,1.3,4358,486,6.9,0.7,5699,419,9.1,0.6,62919,1496,62919,(X),85,55,0.1,0.1,3708,510,5.9,0.8,2848,348,4.5,0.6,2568,354,4.1,0.5,6619,503,10.5,0.8,4165,413,6.6,0.7,1469,247,2.3,0.4,6499,518,10.3,0.8,7280,537,11.6,0.8,18397,882,29.2,1.2,4265,497,6.8,0.7,2707,332,4.3,0.5,2309,326,3.7,0.5,62919,1496,62919,(X),49715,1385,79.0,1.1,9736,669,15.5,1.0,3401,411,5.4,0.6,67,43,0.1,0.1,127778
39,47,3,4017,11,Bensonhurst & Bath Beach,151775,2321,151775,89702,2082,59.1,0.9,89651,2085,59.1,80781,1902,53.2,8870,639,5.8,0.4,51,53,0.0,0.1,62073,1602,40.9,0.9,89651,2085,89651,(X),9.9,0.6,77853,1328,77853,40171,1300,51.6,1.3,40167,1301,51.6,1.3,36624,1237,47.0,1.3,13041,900,13041,(X),6335,602,48.6,3.6,23419,1176,23419,(X),13162,932,56.2,2.8,78972,1812,78972,(X),16492,832,20.9,1.0,5324,513,6.7,0.6,48328,1434,61.2,1.2,5461,462,6.9,0.6,1474,228,1.9,0.3,1893,365,2.4,0.4,45.8,0.7,80781,1902,80781,(X),23410,1088,29.0,1.1,19780,1024,24.5,1.1,19773,924,24.5,1.0,7360,667,9.1,0.8,10458,677,12.9,0.8,80781,1902,80781,(X),32,27,0.0,0.1,6454,627,8.0,0.8,5095,444,6.3,0.5,2685,397,3.3,0.5,8530,590,10.6,0.7,5739,489,7.1,0.6,1685,268,2.1,0.3,6726,600,8.3,0.7,8404,534,10.4,0.7,19494,919,24.1,0.9,9104,716,11.3,0.8,4426,396,5.5,0.5,2407,320,3.0,0.4,80781,1902,80781,(X),66899,1759,82.8,0.9,9445,570,11.7,0.7,4377,491,5.4,0.6,60,46,0.1,0.1,104085
40,47,3,4018,13,Brighton Beach & Coney Island,89037,1616,89037,46175,1412,51.9,1.5,46074,1408,51.7,40481,1268,45.5,5593,570,6.3,0.6,101,57,0.1,0.1,42862,1658,48.1,1.5,46074,1408,46074,(X),12.1,1.1,49115,1117,49115,23499,927,47.8,1.6,23499,927,47.8,1.6,20982,836,42.7,1.5,6547,677,6547,(X),3946,520,60.3,5.4,12416,882,12416,(X),7853,868,63.2,4.9,39530,1230,39530,(X),9808,711,24.8,1.8,2579,418,6.5,1.0,21387,1017,54.1,2.0,4206,586,10.6,1.4,678,171,1.7,0.4,872,224,2.2,0.6,44.5,1.1,40481,1268,40481,(X),13065,788,32.3,1.9,10133,796,25.0,1.7,9352,719,23.1,1.6,3169,432,7.8,1.1,4762,638,11.8,1.5,40481,1268,40481,(X),60,54,0.1,0.1,2463,421,6.1,1.0,1977,309,4.9,0.8,1241,300,3.1,0.7,3754,442,9.3,1.1,3423,469,8.5,1.1,723,173,1.8,0.4,3245,426,8.0,1.0,3610,433,8.9,1.1,13363,884,33.0,1.8,2966,426,7.3,1.0,2382,382,5.9,0.9,1274,279,3.1,0.7,40481,1268,40481,(X),31887,1050,78.8,1.5,6496,683,16.0,1.5,2089,362,5.2,0.9,9,13,0.0,0.1,1083968
41,81,4,4101,1,Astoria & Long Island City,149082,2487,149082,105095,2220,70.5,0.9,105068,2223,70.5,94256,2187,63.2,10812,672,7.3,0.4,27,25,0.0,0.1,43987,1449,29.5,0.9,105068,2223,105068,(X),10.3,0.6,76498,1555,76498,48238,1335,63.1,1.0,48222,1337,63.0,1.0,43467,1329,56.8,1.1,9278,762,9278,(X),4975,535,53.6,3.8,16361,1007,16361,(X),10448,893,63.9,3.6,90903,2201,90903,(X),14543,842,16.0,0.8,3097,382,3.4,0.4,61841,1639,68.0,1.0,6352,638,7.0,0.6,2144,316,2.4,0.3,2926,373,3.2,0.4,37.2,0.5,94256,2187,94256,(X),38296,1530,40.6,1.4,21300,1225,22.6,1.2,21067,1112,22.4,1.1,5931,659,6.3,0.7,7662,627,8.1,0.6,94256,2187,94256,(X),78,104,0.1,0.1,5075,600,5.4,0.6,3315,408,3.5,0.4,2458,345,2.6,0.4,9370,729,9.9,0.7,4657,445,4.9,0.5,4751,445,5.0,0.4,7914,711,8.4,0.8,13218,880,14.0,0.9,19133,1023,20.3,1.0,15494,941,16.4,0.9,6014,553,6.4,0.6,2779,394,2.9,0.4,94256,2187,94256,(X),76961,1891,81.7,0.8,10125,674,10.7,0.6,6995,550,7.4,0.6,175,107,0.2,0.1,736609
42,81,4,4102,3,Jackson Heights & North Corona,146421,2926,146421,97138,2235,66.3,0.9,97121,2233,66.3,89035,2187,60.8,8086,698,5.5,0.5,17,27,0.0,0.1,49283,1689,33.7,0.9,97121,2233,97121,(X),8.3,0.7,69595,1635,69595,36951,1315,53.1,1.4,36951,1315,53.1,1.4,33170,1262,47.7,1.5,13440,944,13440,(X),7480,723,55.7,4.4,22313,1271,22313,(X),14288,1085,64.0,3.0,87414,2162,87414,(X),15653,831,17.9,1.0,4109,553,4.7,0.6,58025,1924,66.4,1.4,6420,788,7.3,0.8,1835,328,2.1,0.4,1372,311,1.6,0.4,40.1,0.7,89035,2187,89035,(X),17209,792,19.3,0.9,28596,1485,32.1,1.4,18109,1062,20.3,1.1,11262,892,12.6,0.9,13859,1036,15.6,1.1,89035,2187,89035,(X),108,109,0.1,0.1,9215,809,10.3,0.9,4525,603,5.1,0.6,2054,339,2.3,0.4,9915,817,11.1,0.8,7164,635,8.0,0.7,1418,284,1.6,0.3,4671,521,5.2,0.6,8447,729,9.5,0.8,14359,836,16.1,1.0,17134,1292,19.2,1.2,7653,744,8.6,0.8,2372,399,2.7,0.5,89035,2187,89035,(X),74528,2258,83.7,1.2,7135,707,8.0,0.8,7348,761,8.3,0.8,24,26,0.0,0.1,3315480
43,81,4,4103,7,"Flushing, Murray Hill & Whitestone",211997,2691,211997,125782,2271,59.3,0.8,125715,2270,59.3,114948,2111,54.2,10767,782,5.1,0.4,67,55,0.0,0.1,86215,1927,40.7,0.8,125715,2270,125715,(X),8.6,0.6,110974,1656,110974,57933,1575,52.2,1.1,57925,1575,52.2,1.1,53053,1436,47.8,1.1,15075,962,15075,(X),8548,730,56.7,3.8,26682,1237,26682,(X),16607,1104,62.2,3.1,111735,2105,111735,(X),41155,1448,36.8,1.2,13534,1045,12.1,0.9,42927,1574,38.4,1.1,9672,787,8.7,0.7,1633,311,1.5,0.3,2814,391,2.5,0.3,40.4,0.6,114948,2111,114948,(X),36612,1109,31.9,0.9,28862,1389,25.1,1.1,29967,1389,26.1,1.0,8323,598,7.2,0.5,11184,853,9.7,0.7,114948,2111,114948,(X),265,113,0.2,0.1,7164,676,6.2,0.6,5407,611,4.7,0.5,4324,510,3.8,0.4,12854,866,11.2,0.7,7463,564,6.5,0.5,2809,354,2.4,0.3,9598,668,8.3,0.6,10910,887,9.5,0.7,22808,1116,19.8,0.9,15729,910,13.7,0.8,12072,1056,10.5,0.9,3545,401,3.1,0.4,114948,2111,114948,(X),95377,2269,83.0,1.0,13069,838,11.4,0.8,6385,654,5.6,0.6,117,62,0.1,0.1,1562182
44,81,4,4104,11,"Bayside, Douglaston & Little Neck",100224,1615,100224,63245,1468,63.1,1.0,63223,1470,63.1,58427,1364,58.3,4796,509,4.8,0.5,22,30,0.0,0.1,36979,1189,36.9,1.0,63223,1470,63223,(X),7.6,0.8,53044,1152,53044,29743,985,56.1,1.4,29743,985,56.1,1.4,27433,933,51.7,1.3,7885,660,7885,(X),5107,633,64.8,5.1,15653,894,15653,(X),10476,799,66.9,3.6,56700,1346,56700,(X),30025,1101,53.0,1.3,6231,634,11.0,1.1,16251,816,28.7,1.3,1568,316,2.8,0.5,519,174,0.9,0.3,2106,367,3.7,0.6,40.5,1.0,58427,1364,58427,(X),26554,959,45.4,1.5,9451,789,16.2,1.2,15446,790,26.4,1.3,3310,396,5.7,0.7,3666,415,6.3,0.7,58427,1364,58427,(X),55,53,0.1,0.1,3029,405,5.2,0.7,2490,358,4.3,0.6,2585,411,4.4,0.7,6496,574,11.1,1.0,2885,315,4.9,0.5,1590,217,2.7,0.4,6678,538,11.4,0.9,6482,583,11.1,1.0,14034,700,24.0,1.0,5354,563,9.2,0.9,4106,502,7.0,0.8,2643,319,4.5,0.5,58427,1364,58427,(X),46282,1372,79.2,1.1,8824,629,15.1,1.1,3179,355,5.4,0.6,142,87,0.2,0.1,704020
45,81,4,4105,13,"Queens Village, Cambria Heights & Rosedale",164655,2120,164655,106327,2139,64.6,0.9,106286,2138,64.6,96209,1887,58.4,10077,767,6.1,0.4,41,45,0.0,0.1,58328,1564,35.4,0.9,106286,2138,106286,(X),9.5,0.7,89847,1329,89847,55533,1387,61.8,1.1,55520,1388,61.8,1.1,50729,1324,56.5,1.1,12445,953,12445,(X),8654,732,69.5,3.9,25879,1025,25879,(X),19277,1001,74.5,2.5,93309,1897,93309,(X),48438,1365,51.9,1.1,7236,546,7.8,0.5,32531,1119,34.9,1.0,1840,357,2.0,0.4,857,181,0.9,0.2,2407,326,2.6,0.3,45.8,0.7,96209,1887,96209,(X),31501,1237,32.7,1.2,22115,1057,23.0,1.0,25763,1179,26.8,1.0,6728,455,7.0,0.4,10102,647,10.5,0.7,96209,1887,96209,(X),65,34,0.1,0.1,4444,408,4.6,0.4,3096,352,3.2,0.4,1468,314,1.5,0.3,10215,685,10.6,0.6,10364,799,10.8,0.8,2246,326,2.3,0.3,7338,577,7.6,0.6,9208,714,9.6,0.7,31743,1078,33.0,0.9,5458,498,5.7,0.5,4264,418,4.4,0.4,6300,455,6.5,0.5,96209,1887,96209,(X),71116,1907,73.9,1.0,20574,837,21.4,0.9,4438,454,4.6,0.5,81,68,0.1,0.1,2500628
