Boro,DCP_Boro,PUMA_ID,CD_Label,CD_Name,HHE,HHM,HHP,HHZ,HHIU10E,HHIU10M,HHIU10P,HHIU10Z,HHI10t14E,HHI10t14M,HHI10t14P,HHI10t14Z,HHI15t24E,HHI15t24M,HHI15t24P,HHI15t24Z,HHI25t34E,HHI25t34M,HHI25t34P,HHI25t34Z,HHI35t49E,HHI35t49M,HHI35t49P,HHI35t49Z,HHI50t74E,HHI50t74M,HHI50t74P,HHI50t74Z,HHI75t99E,HHI75t99M,HHI75t99P,HHI75t99Z,HI100t149E,HI100t149M,HI100t149P,HI100t149Z,HI150t199E,HI150t199M,HI150t199P,HI150t199Z,HHI200plE,HHI200plM,HHI200plP,HHI200plZ,MdHHIncE,MdHHIncM,MdHHIncP,MdHHIncZ,MnHHIncE,MnHHIncM,MnHHIncP,MnHHIncZ,PerEarnE,PerEarnM,PerEarnP,PerEarnZ,DolEarnE,DolEarnM,DolEarnP,DolEarnZ,PerSocSecE,PerSocSecM,PerSocSecP,PerSocSecZ,DolSocSecE,DolSocSecM,DolSocSecP,DolSocSecZ,PerRetIncE,PerRetIncM,PerRetIncP,PerRetIncZ,DolRetIncE,DolRetIncM,DolRetIncP,DolRetIncZ,Inc_SpSecE,Inc_SpSecM,Inc_SpSecP,Inc_SpSecZ,MnSoSecDlE,MnSoSecDlM,MnSoSecDlP,MnSoSecDlZ,Inc_CPbAE,Inc_CPbAM,Inc_CPbAP,Inc_CPbAZ,Dol_CPbAE,Dol_CPbAM,Dol_CPbAP,Dol_CPbAZ,Inc_SNAPE,Inc_SNAPM,Inc_SNAPP,Inc_SNAPZ,FamE,FamM,FamP,FamZ,FamIU10E,FamIU10M,FamIU10P,FamIU10Z,FamI10t14E,FamI10t14M,FamI10t14P,FamI10t14Z,FamI15t24E,FamI15t24M,FamI15t24P,FamI15t24Z,FamI25t34E,FamI25t34M,FamI25t34P,FamI25t34Z,FamI35t49E,FamI35t49M,FamI35t49P,FamI35t49Z,FamI50t74E,FamI50t74M,FamI50t74P,FamI50t74Z,FamI75t99E,FamI75t99M,FamI75t99P,FamI75t99Z,FI100t149E,FI100t149M,FI100t149P,FI100t149Z,FI150t199E,FI150t199M,FI150t199P,FI150t199Z,FamI200plE,FamI200plM,FamI200plP,FamI200plZ,MdFamIncE,MdFamIncM,MdFamIncP,MdFamIncZ,MnFamIncE,MnFamIncM,MnFamIncP,MnFamIncZ,PerCapIncE,PerCapIncM,PerCapIncP,PerCapIncZ,NFamE,NFamM,NFamP,NFamZ,MdNFIncE,MdNFIncM,MdNFIncP,MdNFIncZ,MnNFIncE,MnNFIncM,MnNFIncP,MnNFIncZ,MdEWrkE,MdEWrkM,MdEWrkP,MdEWrkZ,MdEMFTWrkE,MdEMFTWrkM,MdEMFTWrkP,MdEMFTWrkZ,MdEFFTWrkE,MdEFFTWrkM,MdEFFTWrkP,MdEFFTWrkZ
81,4,4105,13,"Queens Village, Cambria Heights & Rosedale",61260,565,61260,(X),2336,271,3.8,0.4,1770,296,2.9,0.5,4007,416,6.5,0.7,4208,420,6.9,0.7,6929,572,11.3,0.9,10400,576,17,0.9,9583,548,15.6,0.9,12788,702,20.9,1.1,6192,518,10.1,0.9,3047,314,5,0.5,77713,2159,(X),(X),89846,1820,(X),(X),50594,756,82.6,0.9,88221,2043,(X),(X),20041,626,32.7,1,18493,311,(X),(X),13958,525,22.8,0.8,26240,1251,(X),(X),2551,274,4.2,0.5,9367,546,(X),(X),2230,260,3.6,0.4,4389,615,(X),(X),7368,446,12,0.7,47318,886,47318,(X),1216,226,2.6,0.5,795,204,1.7,0.4,2422,289,5.1,0.6,2852,357,6,0.7,4967,460,10.5,0.9,7815,512,16.5,1,8032,522,17,1.1,11227,597,23.7,1.2,5339,457,11.3,1,2653,302,5.6,0.6,85841,2311,(X),(X),96756,2021,(X),(X),29055,558,(X),(X),13942,721,13942,(X),43766,2626,(X),(X),56907,3509,(X),(X),37326,813,(X),(X),50709,1210,(X),(X),45614,1285,(X),(X)
81,4,4106,8,"Briarwood, Fresh Meadows & Hillcrest",54626,674,54626,(X),3983,436,7.3,0.8,2332,403,4.3,0.7,5543,473,10.1,0.9,4539,461,8.3,0.8,6879,641,12.6,1.1,9996,628,18.3,1.1,6696,486,12.3,0.9,8457,687,15.5,1.2,3807,384,7,0.7,2394,336,4.4,0.6,59128,2680,(X),(X),76323,2045,(X),(X),43874,866,80.3,1.1,78040,1978,(X),(X),13904,655,25.5,1.2,18000,535,(X),(X),8106,516,14.8,1,27661,3419,(X),(X),2535,300,4.6,0.6,8548,612,(X),(X),1793,311,3.3,0.6,4693,1003,(X),(X),5901,515,10.8,1,36799,1003,36799,(X),1571,362,4.3,1,1014,240,2.8,0.6,2989,383,8.1,1.1,2625,371,7.1,1,4490,523,12.2,1.3,7043,545,19.1,1.5,4849,466,13.2,1.2,6841,649,18.6,1.6,3237,352,8.8,0.9,2140,310,5.8,0.8,71060,2655,(X),(X),87506,2588,(X),(X),27697,846,(X),(X),17827,820,17827,(X),37205,2757,(X),(X),50176,2660,(X),(X),35791,1242,(X),(X),51177,1403,(X),(X),49011,1639,(X),(X)
81,4,4107,4,Elmhurst & South Corona,44433,516,44433,(X),3428,445,7.7,1,2705,373,6.1,0.8,5649,518,12.7,1.2,5319,656,12,1.5,6617,617,14.9,1.4,8787,614,19.8,1.4,4682,550,10.5,1.2,4810,560,10.8,1.3,1362,253,3.1,0.6,1074,218,2.4,0.5,45883,1918,(X),(X),60436,2151,(X),(X),37152,651,83.6,1,63270,2460,(X),(X),9499,498,21.4,1.2,14335,698,(X),(X),3676,337,8.3,0.8,21369,3113,(X),(X),2639,375,5.9,0.8,8849,746,(X),(X),2212,366,5,0.8,3431,500,(X),(X),9275,574,20.9,1.3,31620,874,31620,(X),1754,316,5.5,1,1543,280,4.9,0.9,4333,456,13.7,1.4,3772,449,11.9,1.4,4880,506,15.4,1.6,6491,643,20.5,1.8,3551,419,11.2,1.4,3550,511,11.2,1.6,901,181,2.8,0.6,845,198,2.7,0.6,47993,2696,(X),(X),62706,2584,(X),(X),19767,694,(X),(X),12813,769,12813,(X),31512,3543,(X),(X),43148,3106,(X),(X),25046,724,(X),(X),32151,1347,(X),(X),34248,2226,(X),(X)
81,4,4108,6,Forest Hills & Rego Park,51084,550,51084,(X),3300,403,6.5,0.8,2379,370,4.7,0.7,4638,493,9.1,1,3762,471,7.4,0.9,6339,583,12.4,1.2,8904,601,17.4,1.2,6514,631,12.8,1.2,8046,610,15.8,1.2,3853,466,7.5,0.9,3349,314,6.6,0.6,62328,2789,(X),(X),84744,2296,(X),(X),39310,860,77,1.3,93579,2565,(X),(X),14271,688,27.9,1.4,17820,515,(X),(X),6555,513,12.8,1,24274,2238,(X),(X),2461,349,4.8,0.7,9214,597,(X),(X),752,206,1.5,0.4,3927,806,(X),(X),4360,404,8.5,0.8,27556,882,27556,(X),742,193,2.7,0.7,785,182,2.8,0.7,1840,317,6.7,1.1,1707,302,6.2,1.1,2953,343,10.7,1.2,4291,438,15.6,1.5,3819,467,13.9,1.6,5805,492,21.1,1.6,2945,371,10.7,1.3,2669,301,9.7,1.1,84849,4311,(X),(X),104417,3793,(X),(X),39668,1063,(X),(X),23528,838,23528,(X),45992,2193,(X),(X),60254,3119,(X),(X),50264,1379,(X),(X),63649,3929,(X),(X),60003,2248,(X),(X)
81,4,4109,2,Sunnyside & Woodside,51697,514,51697,(X),3186,367,6.2,0.7,2361,364,4.6,0.7,4910,441,9.5,0.8,5135,446,9.9,0.9,7279,495,14.1,1,9794,729,18.9,1.4,6430,478,12.4,0.9,7054,521,13.6,1,2631,357,5.1,0.7,2917,346,5.6,0.7,56713,1874,(X),(X),75575,2017,(X),(X),44070,660,85.2,0.9,78992,2181,(X),(X),9367,498,18.1,1,15975,596,(X),(X),4639,421,9,0.8,20640,2524,(X),(X),1973,320,3.8,0.6,8581,846,(X),(X),1850,318,3.6,0.6,4034,546,(X),(X),5059,498,9.8,1,29798,698,29798,(X),1012,230,3.4,0.8,1013,249,3.4,0.8,2842,356,9.5,1.2,2860,365,9.6,1.2,4590,491,15.4,1.7,5614,535,18.8,1.7,3938,394,13.2,1.4,4291,438,14.4,1.4,1782,295,6,1,1856,277,6.2,0.9,61171,2403,(X),(X),81317,2697,(X),(X),29797,825,(X),(X),21899,726,21899,(X),47055,3759,(X),(X),63391,3498,(X),(X),32630,1027,(X),(X),41096,1321,(X),(X),42652,2056,(X),(X)
81,4,4110,5,"Ridgewood, Glendale & Middle Village",61322,619,61322,(X),5003,407,8.2,0.7,2856,328,4.7,0.5,6547,506,10.7,0.8,5345,400,8.7,0.6,7429,449,12.1,0.7,10742,628,17.5,1,8846,510,14.4,0.8,9096,594,14.8,1,3294,305,5.4,0.5,2164,255,3.5,0.4,57540,2115,(X),(X),71266,1414,(X),(X),47625,866,77.7,1.1,77513,1588,(X),(X),16632,573,27.1,1,17444,382,(X),(X),7853,368,12.8,0.6,21719,1425,(X),(X),2151,279,3.5,0.5,8676,666,(X),(X),1513,231,2.5,0.4,4273,670,(X),(X),4788,407,7.8,0.7,40588,846,40588,(X),2274,351,5.6,0.8,1054,185,2.6,0.5,3289,380,8.1,0.9,3462,338,8.5,0.8,4682,351,11.5,0.9,7708,511,19,1.2,6495,448,16,1.1,7036,502,17.3,1.2,2792,273,6.9,0.7,1796,235,4.4,0.5,67987,1790,(X),(X),80922,1998,(X),(X),27112,547,(X),(X),20734,770,20734,(X),34341,2309,(X),(X),47066,1924,(X),(X),36797,831,(X),(X),46589,1250,(X),(X),41952,1201,(X),(X)
81,4,4111,9,Richmond Hill & Woodhaven,44827,446,44827,(X),2578,296,5.8,0.7,1919,240,4.3,0.5,4192,313,9.4,0.7,4018,419,9,0.9,5509,430,12.3,0.9,8925,426,19.9,0.9,6347,427,14.2,0.9,6682,416,14.9,0.9,2836,294,6.3,0.7,1821,247,4.1,0.5,60780,1295,(X),(X),75208,1573,(X),(X),38567,591,86,1,75907,1575,(X),(X),9746,504,21.7,1.1,15576,510,(X),(X),4669,354,10.4,0.8,23948,3656,(X),(X),2713,308,6.1,0.7,9083,592,(X),(X),1466,204,3.3,0.5,4711,937,(X),(X),7589,489,16.9,1.1,33689,612,33689,(X),1682,238,5,0.7,1176,166,3.5,0.5,2831,295,8.4,0.9,2899,342,8.6,1,4221,382,12.5,1.1,6565,389,19.5,1.1,4810,399,14.3,1.1,5516,386,16.4,1.2,2483,253,7.4,0.8,1506,212,4.5,0.6,63915,1813,(X),(X),79299,1774,(X),(X),23821,544,(X),(X),11138,523,11138,(X),43117,2741,(X),(X),54253,2891,(X),(X),31543,676,(X),(X),43020,1367,(X),(X),40144,1318,(X),(X)
81,4,4112,12,"Jamaica, Hollis & St. Albans",71175,941,71175,(X),5237,429,7.4,0.6,3693,387,5.2,0.5,7650,615,10.7,0.8,6941,502,9.8,0.7,10033,580,14.1,0.8,13261,707,18.6,0.9,9259,547,13,0.7,9665,596,13.6,0.9,3646,384,5.1,0.5,1790,255,2.5,0.4,52992,1408,(X),(X),66744,1303,(X),(X),57928,961,81.4,0.9,68778,1366,(X),(X),20111,701,28.3,1,15088,406,(X),(X),11704,628,16.4,0.8,21177,1145,(X),(X),5139,428,7.2,0.6,9001,545,(X),(X),3449,381,4.8,0.5,4512,671,(X),(X),16224,745,22.8,1,52602,887,52602,(X),2582,361,4.9,0.7,1657,207,3.2,0.4,4753,417,9,0.8,4969,471,9.4,0.9,7643,474,14.5,0.9,10227,563,19.4,1,7925,522,15.1,1,8106,499,15.4,1,3162,339,6,0.6,1578,227,3,0.4,59938,1573,(X),(X),73433,1502,(X),(X),21367,422,(X),(X),18573,736,18573,(X),29199,2189,(X),(X),40213,1806,(X),(X),30190,627,(X),(X),38878,1279,(X),(X),40242,807,(X),(X)
81,4,4113,10,Howard Beach & Ozone Park,40291,465,40291,(X),2144,314,5.3,0.8,1803,251,4.5,0.6,3841,354,9.5,0.9,3477,345,8.6,0.8,5197,449,12.9,1.1,7428,557,18.4,1.4,5526,462,13.7,1.1,6116,510,15.2,1.3,2786,331,6.9,0.8,1973,290,4.9,0.7,61589,1755,(X),(X),79325,2796,(X),(X),33557,610,83.3,1.2,79600,2546,(X),(X),11907,499,29.6,1.2,16940,563,(X),(X),6102,436,15.1,1.1,21282,1494,(X),(X),2680,320,6.7,0.8,7927,595,(X),(X),1530,264,3.8,0.7,4460,973,(X),(X),6281,448,15.6,1.1,32233,654,32233,(X),1132,170,3.5,0.5,921,181,2.9,0.6,2646,303,8.2,0.9,2818,324,8.7,1,4230,413,13.1,1.2,5957,516,18.5,1.6,4679,375,14.5,1.1,5552,466,17.2,1.4,2467,296,7.7,0.9,1831,270,5.7,0.8,68021,2428,(X),(X),85988,3422,(X),(X),24981,913,(X),(X),8058,565,8058,(X),32081,5066,(X),(X),43076,3501,(X),(X),31623,747,(X),(X),45587,1703,(X),(X),41410,1228,(X),(X)
81,4,4114,14,"Far Rockaway, Breezy Point & Broad Channel",39747,668,39747,(X),5109,481,12.9,1.2,2748,420,6.9,1,4458,469,11.2,1.2,3514,409,8.8,1.1,4471,549,11.2,1.4,6191,487,15.6,1.3,4631,460,11.7,1.1,4943,405,12.4,1,1980,325,5,0.8,1702,249,4.3,0.6,47926,2797,(X),(X),67305,2039,(X),(X),29459,694,74.1,1.3,73286,2252,(X),(X),10888,612,27.4,1.5,16330,663,(X),(X),6505,474,16.4,1.2,25724,2031,(X),(X),4453,502,11.2,1.2,8575,385,(X),(X),2008,304,5.1,0.8,3433,626,(X),(X),11170,690,28.1,1.6,26212,881,26212,(X),2233,347,8.5,1.2,1227,286,4.7,1.1,2578,433,9.8,1.6,2196,326,8.4,1.2,3182,469,12.1,1.7,4483,454,17.1,1.8,3314,430,12.6,1.6,3824,399,14.6,1.4,1772,307,6.8,1.1,1403,218,5.4,0.8,58846,2831,(X),(X),77006,2525,(X),(X),24098,774,(X),(X),13535,740,13535,(X),26043,2806,(X),(X),44820,3582,(X),(X),34151,1246,(X),(X),51072,2505,(X),(X),42295,1993,(X),(X)
